user_id,title,movie_id,rating,release_date,sex,age
18,Star Wars: Episode IV - A New Hope (1977),260,5,Action|Adventure|Fantasy|Sci-Fi,18,F
100,"Shawshank Redemption, The (1994)",318,4,Drama,35,M
19,Lady and the Tramp (1955),2080,4,Animation|Children's|Comedy|Musical|Romance,1,M
92,Dragonheart (1996),653,2,Action|Adventure|Fantasy,18,F
77,Rushmore (1998),2395,5,Comedy,18,M
48,Supergirl (1984),3877,1,Action|Adventure|Fantasy,25,M
26,Murphy's Romance (1985),3501,3,Comedy|Romance,25,M
36,Bananas (1971),1078,5,Comedy|War,25,M
48,Seven (Se7en) (1995),47,3,Crime|Thriller,25,M
39,Chicken Run (2000),3751,5,Animation|Children's|Comedy,18,M
26,Down Periscope (1996),135,2,Comedy,25,M
10,"War of the Worlds, The (1953)",2662,4,Action|Sci-Fi|War,35,F
75,Flipper (1996),711,3,Adventure|Children's,1,F
33,Little Big League (1994),569,2,Children's|Comedy,45,M
39,Mystery Men (1999),2723,4,Action|Adventure|Comedy,18,M
53,Private Parts (1997),1476,4,Comedy|Drama,25,M
62,"Third Man, The (1949)",1212,5,Mystery|Thriller,35,F
21,"Bug's Life, A (1998)",2355,3,Animation|Children's|Comedy,18,M
58,Meet the Parents (2000),3948,4,Comedy,25,M
48,Harry and the Hendersons (1987),3388,2,Comedy,25,M
10,"Godfather, The (1972)",858,3,Action|Crime|Drama,35,F
70,Sleepy Hollow (1999),3081,4,Horror|Romance,18,M
29,Mad Max (1979),3702,5,Action|Sci-Fi,35,M
95,Groundhog Day (1993),1265,5,Comedy|Romance,45,M
83,House on Haunted Hill (1958),2519,1,Horror,25,F
81,Animal House (1978),3421,5,Comedy,25,F
93,Terminator 2: Judgment Day (1991),589,5,Action|Sci-Fi|Thriller,25,M
31,Arthur (1981),3524,4,Comedy|Romance,56,M
40,"War of the Worlds, The (1953)",2662,4,Action|Sci-Fi|War,45,M
10,"Wrong Trousers, The (1993)",1148,5,Animation|Comedy,35,F
33,Pee-wee's Big Adventure (1985),3608,4,Comedy,45,M
41,Star Wars: Episode V - The Empire Strikes Back (1980),1196,5,Action|Adventure|Drama|Sci-Fi|War,18,F
88,Fargo (1996),608,5,Crime|Drama|Thriller,45,F
53,"Craft, The (1996)",724,4,Drama|Horror,25,M
65,Iron Eagle (1986),2815,4,Action|War,35,M
53,Grease (1978),1380,5,Comedy|Musical|Romance,25,M
48,"Wizard of Oz, The (1939)",919,4,Adventure|Children's|Drama|Musical,25,M
10,Aliens (1986),1200,5,Action|Sci-Fi|Thriller|War,35,F
9,Hollow Man (2000),3826,2,Horror|Sci-Fi|Thriller,25,M
35,Monty Python's Life of Brian (1979),1080,5,Comedy,45,M
96,Erin Brockovich (2000),3408,4,Drama,25,F
53,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",2952,5,Crime|Thriller,25,M
52,Loaded Weapon 1 (1993),3208,4,Action|Comedy,18,M
99,"Kid, The (2000)",3784,1,Comedy,1,F
19,Meet the Parents (2000),3948,4,Comedy,1,M
62,High Fidelity (2000),3481,4,Comedy,35,F
10,E.T. the Extra-Terrestrial (1982),1097,5,Children's|Drama|Fantasy|Sci-Fi,35,F
78,James and the Giant Peach (1996),661,4,Animation|Children's|Musical,45,F
59,Kagemusha (1980),3091,3,Drama|War,50,F
68,Being John Malkovich (1999),2997,5,Comedy,18,M
42,Close Encounters of the Third Kind (1977),3471,5,Drama|Sci-Fi,25,M
59,Breaking Away (1979),3359,4,Drama,50,F
26,Willy Wonka and the Chocolate Factory (1971),1073,3,Adventure|Children's|Comedy|Fantasy,25,M
36,Cruel Intentions (1999),2541,5,Drama,25,M
46,Friday the 13th Part VIII: Jason Takes Manhattan (1989),1981,5,Horror,18,M
23,North by Northwest (1959),908,3,Drama|Thriller,35,M
93,"Lion King, The (1994)",364,3,Animation|Children's|Musical,25,M
35,Days of Heaven (1978),2932,5,Drama,45,M
23,"Usual Suspects, The (1995)",50,4,Crime|Thriller,35,M
99,Almost Famous (2000),3897,5,Comedy|Drama,1,F
58,Gattaca (1997),1653,3,Drama|Sci-Fi|Thriller,25,M
23,Hard-Boiled (Lashou shentan) (1992),3265,5,Action|Crime,35,M
76,Wallace & Gromit: The Best of Aardman Animation (1996),720,4,Animation,35,M
22,"Last of the Mohicans, The (1992)",1408,3,Action|Romance|War,18,M
59,Raging Bull (1980),1228,2,Drama,50,F
31,King Kong (1933),2366,5,Action|Adventure|Horror,56,M
28,Star Wars: Episode V - The Empire Strikes Back (1980),1196,5,Action|Adventure|Drama|Sci-Fi|War,25,F
65,Arachnophobia (1990),2699,4,Action|Comedy|Sci-Fi|Thriller,35,M
53,Child's Play (1988),1991,4,Horror,25,M
22,L.A. Story (1991),2108,3,Comedy|Romance,18,M
36,Pulp Fiction (1994),296,5,Crime|Drama,25,M
45,"Honey, I Shrunk the Kids (1989)",2054,3,Adventure|Children's|Comedy|Fantasy|Sci-Fi,45,F
26,Nine 1/2 Weeks (1986),3707,4,Drama,25,M
67,From Here to Eternity (1953),1944,5,Drama|Romance|War,50,F
41,Star Wars: Episode I - The Phantom Menace (1999),2628,5,Action|Adventure|Fantasy|Sci-Fi,18,F
88,Good Will Hunting (1997),1704,5,Drama,45,F
26,Flatliners (1990),3686,4,Thriller,25,M
29,"Rock, The (1996)",733,4,Action|Adventure|Thriller,35,M
28,"Silence of the Lambs, The (1991)",593,3,Drama|Thriller,25,F
53,Jumanji (1995),2,5,Adventure|Children's|Fantasy,25,M
92,Happy Gilmore (1996),104,3,Comedy,18,F
44,King Kong (1933),2366,5,Action|Adventure|Horror,45,M
39,"Mod Squad, The (1999)",2568,3,Action|Crime,18,M
45,Some Like It Hot (1959),910,5,Comedy|Crime,45,F
48,Die Hard 2 (1990),1370,3,Action|Thriller,25,M
44,Dead Again (1991),3044,5,Mystery|Romance|Thriller,45,M
23,Star Wars: Episode V - The Empire Strikes Back (1980),1196,5,Action|Adventure|Drama|Sci-Fi|War,35,M
48,"Devil's Own, The (1997)",1488,3,Action|Drama|Thriller|War,25,M
44,Shakespeare in Love (1998),2396,5,Comedy|Romance,45,M
26,Miami Rhapsody (1995),278,3,Comedy,25,M
49,Ronin (1998),2278,4,Action|Crime|Thriller,18,M
93,"Fugitive, The (1993)",457,3,Action|Thriller,25,M
7,Gladiator (2000),3578,3,Action|Drama,35,M
73,Escape from L.A. (1996),849,2,Action|Adventure|Sci-Fi|Thriller,18,M
75,"Prince of Egypt, The (1998)",2394,5,Animation|Musical,1,F
23,"War Room, The (1993)",556,2,Documentary,35,M
8,Shine (1996),1357,4,Drama|Romance,25,M
22,"Shawshank Redemption, The (1994)",318,5,Drama,18,M
69,American History X (1998),2329,4,Drama,25,F
72,"Silence of the Lambs, The (1991)",593,4,Drama|Thriller,45,F
48,Radioland Murders (1994),513,3,Comedy|Mystery|Romance,25,M
76,Thelma & Louise (1991),3418,5,Action|Drama,35,M
62,Double Indemnity (1944),3435,4,Crime|Film-Noir,35,F
53,Congo (1995),160,3,Action|Adventure|Mystery|Sci-Fi,25,M
62,"Juror, The (1996)",79,3,Drama|Thriller,35,F
10,Spy Hard (1996),743,3,Comedy,35,F
33,Reservoir Dogs (1992),1089,5,Crime|Thriller,45,M
72,Pleasantville (1998),2321,2,Comedy,45,F
10,Austin Powers: International Man of Mystery (1997),1517,3,Comedy,35,F
33,Delicatessen (1991),1175,2,Comedy|Sci-Fi,45,M
26,Animal House (1978),3421,3,Comedy,25,M
48,"NeverEnding Story, The (1984)",2161,3,Adventure|Children's|Fantasy,25,M
36,Manhattan (1979),1244,4,Comedy|Drama|Romance,25,M
53,Cool as Ice (1991),3437,1,Drama,25,M
83,"Prince of Egypt, The (1998)",2394,3,Animation|Musical,25,F
93,Backdraft (1991),3107,3,Action|Drama,25,M
73,Mad Max Beyond Thunderdome (1985),3704,3,Action|Sci-Fi,18,M
92,Me Myself I (2000),3515,1,Comedy,18,F
49,Star Trek: The Wrath of Khan (1982),1374,3,Action|Adventure|Sci-Fi,18,M
53,"Cell, The (2000)",3863,3,Sci-Fi|Thriller,25,M
33,"Last Picture Show, The (1971)",3152,3,Drama,45,M
48,Indiana Jones and the Temple of Doom (1984),2115,4,Action|Adventure,25,M
26,"Program, The (1993)",511,5,Action|Drama,25,M
40,Star Trek: Generations (1994),329,3,Action|Adventure|Sci-Fi,45,M
95,"Adventures of Priscilla, Queen of the Desert, The (1994)",345,3,Comedy|Drama,45,M
14,Spaceballs (1987),3033,4,Comedy|Sci-Fi,35,M
35,North by Northwest (1959),908,4,Drama|Thriller,45,M
34,"Princess Bride, The (1987)",1197,5,Action|Adventure|Comedy|Romance,18,F
28,"Rocky Horror Picture Show, The (1975)",2657,4,Comedy|Horror|Musical|Sci-Fi,25,F
25,Lost in Space (1998),1831,2,Action|Sci-Fi|Thriller,18,M
97,"Shop Around the Corner, The (1940)",3097,5,Comedy|Romance,35,F
92,Election (1999),2599,1,Comedy,18,F
62,Blazing Saddles (1974),3671,4,Comedy|Western,35,F
59,How Green Was My Valley (1941),1935,4,Drama,50,F
48,Men in Black (1997),1580,4,Action|Adventure|Comedy|Sci-Fi,25,M
17,Outrageous Fortune (1987),2752,4,Comedy|Mystery,50,M
25,Saving Private Ryan (1998),2028,5,Action|Drama|War,18,M
100,Mission: Impossible (1996),648,2,Action|Adventure|Mystery,35,M
31,Strictly Ballroom (1992),1188,1,Comedy|Romance,56,M
22,"Simple Plan, A (1998)",2391,4,Crime|Thriller,18,M
58,Dangerous Liaisons (1988),2020,5,Drama|Romance,25,M
87,"Hurricane, The (1999)",3178,5,Drama,25,M
100,Westworld (1973),2527,3,Action|Sci-Fi|Thriller|Western,35,M
22,Fargo (1996),608,5,Crime|Drama|Thriller,18,M
35,Pulp Fiction (1994),296,4,Crime|Drama,45,M
23,Wallace & Gromit: The Best of Aardman Animation (1996),720,4,Animation,35,M
58,Robocop (1987),2985,5,Action|Crime|Sci-Fi,25,M
53,In the Heat of the Night (1967),1950,5,Drama|Mystery,25,M
65,Apollo 13 (1995),150,5,Drama,35,M
33,"Edge, The (1997)",1615,3,Adventure|Thriller,45,M
93,Stargate (1994),316,3,Action|Adventure|Sci-Fi,25,M
48,Grumpy Old Men (1993),3450,3,Comedy,25,M
58,Logan's Run (1976),2528,4,Action|Adventure|Sci-Fi,25,M
76,"Close Shave, A (1995)",745,4,Animation|Comedy|Thriller,35,M
87,Shanghai Noon (2000),3624,1,Action,25,M
59,Shane (1953),3871,4,Drama|Western,50,F
58,"Manchurian Candidate, The (1962)",1267,5,Film-Noir|Thriller,25,M
11,As Good As It Gets (1997),1784,5,Comedy|Drama,25,F
53,Shallow Grave (1994),319,5,Thriller,25,M
10,Escape to Witch Mountain (1975),1009,5,Adventure|Children's|Fantasy,35,F
46,Freddy's Dead: The Final Nightmare (1991),1973,5,Horror,18,M
73,Final Destination (2000),3409,2,Drama|Thriller,18,M
93,Kull the Conqueror (1997),1606,1,Action|Adventure,25,M
10,Lawrence of Arabia (1962),1204,4,Adventure|War,35,F
36,Out of Sight (1998),1912,5,Action|Crime|Romance,25,M
92,American History X (1998),2329,3,Drama,18,F
73,Weird Science (1985),2134,3,Comedy,18,M
18,Parenthood (1989),3526,3,Comedy|Drama,18,F
7,Star Wars: Episode V - The Empire Strikes Back (1980),1196,5,Action|Adventure|Drama|Sci-Fi|War,35,M
23,Reservoir Dogs (1992),1089,4,Crime|Thriller,35,M
90,Unforgiven (1992),1266,5,Western,56,M
95,Being John Malkovich (1999),2997,3,Comedy,45,M
26,Back to the Future Part III (1990),2012,2,Comedy|Sci-Fi|Western,25,M
82,I Know What You Did Last Summer (1997),1644,3,Horror|Mystery|Thriller,25,M
48,Hype! (1996),1310,4,Documentary,25,M
17,Shakespeare in Love (1998),2396,4,Comedy|Romance,50,M
53,Night on Earth (1991),1279,5,Comedy|Drama,25,M
62,It Happened One Night (1934),905,5,Comedy,35,F
73,Knock Off (1998),2196,2,Action,18,M
30,"Matrix, The (1999)",2571,4,Action|Sci-Fi|Thriller,35,F
49,"World Is Not Enough, The (1999)",3082,3,Action|Thriller,18,M
59,Saving Private Ryan (1998),2028,4,Action|Drama|War,50,F
15,One True Thing (1998),2272,3,Drama,25,M
83,"NeverEnding Story II: The Next Chapter, The (1990)",2162,3,Adventure|Children's|Fantasy,25,F
64,"South Park: Bigger, Longer and Uncut (1999)",2700,5,Animation|Comedy,18,M
22,Desperado (1995),163,3,Action|Romance|Thriller,18,M
63,Dick (1999),2759,4,Comedy,18,M
10,"Corrina, Corrina (1994)",351,4,Comedy|Drama|Romance,35,F
35,"Color of Money, The (1986)",2474,2,Drama,45,M
42,Predator (1987),3527,4,Action|Sci-Fi|Thriller,25,M
58,Moonstruck (1987),3072,4,Comedy,25,M
67,Breakfast at Tiffany's (1961),902,5,Drama|Romance,50,F
62,"Maltese Falcon, The (1941)",913,4,Film-Noir|Mystery,35,F
33,Enemy of the State (1998),2353,4,Action|Thriller,45,M
58,Alien (1979),1214,5,Action|Horror|Sci-Fi|Thriller,25,M
58,"Dead Zone, The (1983)",2118,4,Horror|Thriller,25,M
36,"Killing Fields, The (1984)",1299,5,Drama|War,25,M
23,Casino (1995),16,4,Drama|Thriller,35,M
88,Witness (1985),1674,4,Drama|Romance|Thriller,45,F
59,Sense and Sensibility (1995),17,4,Drama|Romance,50,F
10,Lethal Weapon 4 (1998),1918,3,Action|Comedy|Crime|Drama,35,F
67,Dog Day Afternoon (1975),3362,4,Comedy|Crime|Drama,50,F
92,Hollow Man (2000),3826,2,Horror|Sci-Fi|Thriller,18,F
83,Office Space (1999),2502,5,Comedy|Romance,25,F
65,Jurassic Park (1993),480,5,Action|Adventure|Sci-Fi,35,M
